Cohort,Row,PositionIdx,Move,Games,White %,Draw %,Black %,Freq,FEN,Rating,Ply,CohortPair
base,4,19,c3a4,1,0.0,0.0,100.0,0.0217391304347826,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1200,16,1200-1600
base,4,16,g5d2,2,50.0,0.0,50.0,0.0099009900990099,rn1qkb1r/pp3pp1/2p1bn1p/3p2B1/3P4/2N2N2/PPP1QPPP/R3KB1R w KQkq - 0 8,1200,14,1200-1600
base,4,15,d2d3,34416,46.51906090190609,3.2775453277545328,50.203393770339375,0.132202452290956,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1200,6,1200-1600
base,4,14,f2f4,2102,55.5185537583254,2.6165556612749765,41.86489058039962,0.0406584266620244,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1200,8,1200-1600
base,0,20,d8h8,16,18.75,0.0,81.25,0.5517241379310345,rnbq3B/pppppk1p/5ppn/8/8/1P1P4/P1PQPPPP/RN2KBNR b KQ - 2 6,1200,11,1200-1600
target,0,10,e2f3,715,54.54545454545454,4.615384615384616,40.83916083916084,0.3860691144708423,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
base,4,17,b7b6,24057,41.82982084216652,2.9305399675770047,55.23963919025648,0.0532774359860212,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1200,9,1200-1600
target,0,12,e4e5,236640,53.37221095334685,5.307217714672076,41.32057133198107,0.3769653524492234,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1600,10,1200-1600
base,10,12,f1c4,2373,7.585335018963338,1.34850400337126,91.0661609776654,0.0100326812583764,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1200,10,1200-1600
target,11,11,d2d3,2,50.0,0.0,50.0,0.0022446689113355,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,11,12,d4a4,2806,44.511760513186026,3.5637918745545263,51.92444761225944,0.0044699322978892,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1600,10,1200-1600
base,11,11,f1d3,16,62.5,12.5,25.0,0.0044642857142857,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,9,14,f1d3,588,59.01360544217688,3.061224489795918,37.92517006802721,0.0113735275343817,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1200,8,1200-1600
base,9,13,c8g4,20,25.0,0.0,75.0,0.0105318588730911,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1200,9,1200-1600
base,9,12,d4c3,2621,51.12552460892788,5.761159862647845,43.113315528424266,0.0110811873485902,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1200,10,1200-1600
base,9,11,d2d3,28,35.714285714285715,14.285714285714285,50.0,0.0078125,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,9,10,g1h3,14,50.0,0.0,50.0,0.0120068610634648,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1200,6,1200-1600
target,11,15,a2a4,811,46.60912453760789,3.945745992601726,49.44512946979038,0.0014293066012463,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1600,6,1200-1600
target,11,17,e6d7,3373,38.30418025496591,5.069670916098429,56.62614882893566,0.0110614100100349,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1600,9,1200-1600
base,8,19,f1e1,1,100.0,0.0,0.0,0.0217391304347826,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1200,16,1200-1600
base,8,18,f1d3,3,66.66666666666666,33.33333333333333,0.0,0.0275229357798165,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1200,16,1200-1600
base,8,17,f7f6,13556,36.8766597816465,3.1130126881085864,60.01032753024491,0.0300215705294302,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1200,9,1200-1600
base,10,13,h7h5,13,15.384615384615383,7.6923076923076925,76.92307692307693,0.0068457082675092,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1200,9,1200-1600
base,8,15,a2a3,1574,49.11054637865311,3.684879288437102,47.20457433290978,0.0060462186165145,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1200,6,1200-1600
base,8,13,a5b3,26,26.923076923076923,0.0,73.07692307692307,0.0136914165350184,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1200,9,1200-1600
base,8,12,b1c3,4440,10.18018018018018,1.5765765765765765,88.24324324324324,0.0187716412925374,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1200,10,1200-1600
base,10,11,f4f5,18,38.88888888888889,5.555555555555555,55.55555555555556,0.0050223214285714,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,11,14,c1d2,231,55.84415584415584,2.1645021645021645,41.99134199134199,0.0044681715313642,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1200,8,1200-1600
target,8,19,d1a4,2,0.0,0.0,100.0,0.003076923076923,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1600,16,1200-1600
base,11,17,a7a6,5959,40.3591206578285,3.4905185433797614,56.15036079879175,0.0131970005005071,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1200,9,1200-1600
target,6,12,d4d1,17656,44.75532396918894,4.219528772088808,51.02514725872225,0.0281258462763839,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1600,10,1200-1600
target,6,11,b1c3,9,22.22222222222222,0.0,77.77777777777779,0.0101010101010101,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,6,10,c1g5,52,44.230769230769226,1.9230769230769231,53.84615384615385,0.0280777537796976,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,9,13,c8g4,2,50.0,0.0,50.0,0.0054347826086956,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1600,9,1200-1600
target,9,14,c1e3,1997,54.3314972458688,3.455182774161241,42.21331997996995,0.0127190161073569,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1600,8,1200-1600
target,9,15,h2h3,2208,47.32789855072464,4.211956521739131,48.46014492753624,0.0038913797479062,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1600,6,1200-1600
target,5,19,f2f4,6,50.0,0.0,50.0,0.0092307692307692,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1600,16,1200-1600
target,5,18,f1e2,5,60.0,20.0,20.0,0.0280898876404494,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1600,16,1200-1600
base,11,13,d8f6,9,44.44444444444444,0.0,55.55555555555556,0.0047393364928909,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1200,9,1200-1600
base,10,14,b2b4,297,51.51515151515152,3.0303030303030303,45.45454545454545,0.0057447919688968,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1200,8,1200-1600
base,10,17,e6d7,6039,38.9137274383176,4.669647292598112,56.416625269084285,0.0133741711734456,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1200,9,1200-1600
base,10,18,b2b4,1,100.0,0.0,0.0,0.0091743119266055,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1200,16,1200-1600
target,0,11,g1f3,426,53.990610328638496,4.225352112676056,41.78403755868544,0.4781144781144781,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
base,9,15,f3e5,1305,31.4176245210728,2.2222222222222223,66.36015325670498,0.0050129067945053,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1200,6,1200-1600
base,9,17,e6g4,7747,35.98812443526526,3.046340518910546,60.96553504582419,0.0171567650406828,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1200,9,1200-1600
base,9,18,b1c3,3,66.66666666666666,0.0,33.33333333333333,0.0275229357798165,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1200,16,1200-1600
target,11,14,b2b4,488,43.23770491803279,4.30327868852459,52.459016393442624,0.00310810208332,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1600,8,1200-1600
target,11,13,c8e6,1,0.0,0.0,100.0,0.0027173913043478,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1600,9,1200-1600
base,8,11,b1c3,49,48.97959183673469,0.0,51.02040816326531,0.013671875,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,8,10,f2f3,20,55.00000000000001,5.0,40.0,0.0171526586620926,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1200,6,1200-1600
target,11,19,f1e1,1,0.0,0.0,100.0,0.0015384615384615,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1600,16,1200-1600
base,6,18,f1b5,4,50.0,0.0,50.0,0.036697247706422,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1200,16,1200-1600
base,6,10,c1d2,28,46.42857142857143,7.142857142857142,46.42857142857143,0.0240137221269296,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1200,6,1200-1600
base,6,11,c2c3,71,47.88732394366197,4.225352112676056,47.88732394366197,0.0198102678571428,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,6,12,d4d3,5440,50.36764705882353,3.823529411764706,45.80882352941176,0.0229994884304963,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1200,10,1200-1600
base,6,13,c7c5,90,34.44444444444444,2.2222222222222223,63.33333333333333,0.0473933649289099,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1200,9,1200-1600
base,6,14,a2a3,1138,56.85413005272408,2.372583479789104,40.77328646748682,0.022012031180487,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1200,8,1200-1600
base,6,15,e4e5,6124,43.28870019595036,2.759634225996081,53.95166557805357,0.0235241695092345,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1200,6,1200-1600
base,6,16,g5e3,1,0.0,0.0,100.0,0.0049504950495049,rn1qkb1r/pp3pp1/2p1bn1p/3p2B1/3P4/2N2N2/PPP1QPPP/R3KB1R w KQkq - 0 8,1200,14,1200-1600
target,11,10,f2f3,13,38.46153846153847,7.6923076923076925,53.84615384615385,0.0070194384449244,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
base,10,15,h2h3,945,47.3015873015873,3.5978835978835977,49.1005291005291,0.0036300359546418,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1200,6,1200-1600
base,8,14,c1e3,597,53.936348408710224,4.355108877721943,41.70854271356784,0.0115476121394997,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1200,8,1200-1600
base,10,10,c2c3,11,54.54545454545454,0.0,45.45454545454545,0.0094339622641509,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1200,6,1200-1600
base,7,18,g2g3,4,75.0,0.0,25.0,0.036697247706422,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1200,16,1200-1600
base,7,17,c6b4,13930,39.09547738693468,3.1873653984206745,57.71715721464466,0.0308498434254177,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1200,9,1200-1600
target,5,17,c6e5,12212,34.990173599737965,4.17622011136587,60.83360628889617,0.0400480103891333,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1600,9,1200-1600
base,7,15,c4f7,3239,51.40475455387465,2.192034578573634,46.403210867551714,0.0124419962508835,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1200,6,1200-1600
base,7,13,f7f5,34,35.294117647058826,8.823529411764707,55.88235294117647,0.0179041600842548,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1200,9,1200-1600
base,7,12,c2c3,4601,43.142795044555534,6.715931319278417,50.14127363616605,0.0194523246817488,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1200,10,1200-1600
base,7,10,f2f4,24,45.83333333333333,0.0,54.16666666666666,0.0205831903945111,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1200,6,1200-1600
base,7,19,e3e4,1,0.0,100.0,0.0,0.0217391304347826,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1200,16,1200-1600
base,6,19,b2b3,1,0.0,0.0,100.0,0.0217391304347826,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1200,16,1200-1600
base,6,17,g7g6,14614,35.979198029286984,3.708772410017791,60.31202956069522,0.032364652679042,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1200,9,1200-1600
base,7,14,d4d5,872,50.0,3.784403669724771,46.215596330275226,0.0168668639625524,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1200,8,1200-1600
base,11,12,d4a4,1298,42.91217257318952,3.081664098613252,54.00616332819723,0.0054877455850706,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1200,10,1200-1600
base,7,11,g2g3,51,49.01960784313725,0.0,50.98039215686274,0.0142299107142857,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
target,5,15,d2d4,50815,45.39604447505658,3.7508609662501233,50.8530945586933,0.0895563686095367,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1600,6,1200-1600
target,9,10,c1d2,26,46.15384615384615,0.0,53.84615384615385,0.0140388768898488,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,9,11,c2c3,4,25.0,0.0,75.0,0.0044893378226711,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,9,12,b1c3,5859,6.929510155316606,1.2118108892302442,91.85867895545314,0.0093333333333333,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1600,10,1200-1600
target,6,19,a2a4,3,33.33333333333333,0.0,66.66666666666666,0.0046153846153846,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1600,16,1200-1600
target,6,18,f1d3,4,100.0,0.0,0.0,0.0224719101123595,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1600,16,1200-1600
target,6,17,h7h6,11675,35.38329764453961,3.408993576017131,61.20770877944326,0.0382869735746095,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1600,9,1200-1600
target,7,15,c4f7,8607,46.41570814453352,2.753572673405368,50.83071918206111,0.0151689789357922,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1600,6,1200-1600
target,4,13,a5c6,43,18.6046511627907,2.3255813953488373,79.06976744186046,0.1168478260869565,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1600,9,1200-1600
target,4,12,c2c3,17725,49.12834978843442,8.19181946403385,42.67983074753173,0.0282357626443647,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1600,10,1200-1600
target,4,11,d1h5,22,45.45454545454545,0.0,54.54545454545454,0.0246913580246913,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,10,19,h2h3,1,0.0,0.0,100.0,0.0015384615384615,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1600,16,1200-1600
target,1,20,g6g5,5,20.0,0.0,80.0,0.1851851851851851,rnbq3B/pppppk1p/5ppn/8/8/1P1P4/P1PQPPPP/RN2KBNR b KQ - 2 6,1600,11,1200-1600
target,1,19,a2a3,190,46.8421052631579,4.2105263157894735,48.94736842105264,0.2923076923076923,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1600,16,1200-1600
target,1,18,c1g5,34,73.52941176470588,0.0,26.47058823529412,0.1910112359550561,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1600,16,1200-1600
target,7,10,c2c3,35,37.142857142857146,0.0,62.85714285714285,0.0188984881209503,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,1,17,c8d7,69893,44.01012976979096,3.056100038630478,52.93377019157855,0.2292069759357762,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1600,9,1200-1600
target,1,15,e1h1,118242,46.32279562253683,3.7854569442330135,49.89174743323016,0.208389730141274,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1600,6,1200-1600
target,1,14,b1c3,40688,56.68993314982305,3.3031852143138023,40.00688163586316,0.2591443802584565,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1600,8,1200-1600
target,1,12,c1e3,157132,54.90733905251635,7.612071379477127,37.48058956800652,0.2503098367184388,r1b1kbnr/pppp1ppp/5q2/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 1 6,1600,10,1200-1600
target,1,11,d2d4,287,44.94773519163763,4.181184668989547,50.87108013937283,0.3221099887766554,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,10,15,h2h4,1369,51.13221329437546,2.6296566837107376,46.23813002191381,0.0024127259397118,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1600,6,1200-1600
target,1,10,g1f3,669,49.92526158445441,4.334828101644246,45.73991031390135,0.361231101511879,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,0,19,d2d4,283,53.003533568904594,4.240282685512367,42.75618374558304,0.4353846153846153,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1600,16,1200-1600
target,0,18,d4e5,80,88.75,0.0,11.25,0.449438202247191,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1600,16,1200-1600
target,0,17,e6g6,100886,50.914894038816094,3.159011161112544,45.92609480007137,0.3308453632589347,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1600,9,1200-1600
target,0,16,g5h4,261,48.27586206896552,2.681992337164751,49.042145593869726,0.5625,rn1qkb1r/pp3pp1/2p1bn1p/3p2B1/3P4/2N2N2/PPP1QPPP/R3KB1R w KQkq - 0 8,1600,14,1200-1600
target,0,15,c2c3,130290,47.3781564202932,3.950418297643718,48.67142528206309,0.2296231283309364,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1600,6,1200-1600
target,0,14,g1f3,51435,54.34042966851366,3.658987071060562,42.00058326042578,0.3275926857696055,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1600,8,1200-1600
target,5,16,g5d2,4,25.0,0.0,75.0,0.0086206896551724,rn1qkb1r/pp3pp1/2p1bn1p/3p2B1/3P4/2N2N2/PPP1QPPP/R3KB1R w KQkq - 0 8,1600,14,1200-1600
target,0,13,c7c6,75,29.33333333333333,2.666666666666667,68.0,0.2038043478260869,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1600,9,1200-1600
target,1,16,g5f6,163,32.515337423312886,4.9079754601227,62.57668711656442,0.3512931034482758,rn1qkb1r/pp3pp1/2p1bn1p/3p2B1/3P4/2N2N2/PPP1QPPP/R3KB1R w KQkq - 0 8,1600,14,1200-1600
target,7,11,g2g3,5,20.0,0.0,80.0,0.0056116722783389,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,1,13,g8f6,73,20.54794520547945,5.47945205479452,73.97260273972603,0.1983695652173913,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1600,9,1200-1600
target,7,13,a5b3,5,20.0,0.0,80.0,0.0135869565217391,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1600,9,1200-1600
target,5,13,b7b6,23,17.391304347826086,8.695652173913043,73.91304347826086,0.0625,r1bqkbnr/ppp2ppp/3p4/n2Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,1600,9,1200-1600
target,4,15,d2d3,71779,45.18591788684713,3.928725671853885,50.88535644129899,0.1265033274116685,rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 4,1600,6,1200-1600
target,4,16,e1a1,4,25.0,25.0,50.0,0.0086206896551724,rn1qkb1r/pp3pp1/2p1bn1p/3p2B1/3P4/2N2N2/PPP1QPPP/R3KB1R w KQkq - 0 8,1600,14,1200-1600
target,4,17,b7b6,13079,42.74027066289472,2.874837525804725,54.38489181130056,0.0428912485980572,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1600,9,1200-1600
target,4,18,b1c3,7,71.42857142857143,0.0,28.57142857142857,0.0393258426966292,r1bqkb1r/p2p1ppp/1p1P1n2/8/3Q4/8/PPP2PPP/RNB1KB1R w KQkq - 1 9,1600,16,1200-1600
target,4,19,c3d5,9,55.55555555555556,0.0,44.44444444444444,0.0138461538461538,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1600,16,1200-1600
target,4,14,a2a4,12350,52.13765182186235,3.506072874493927,44.35627530364373,0.0786579113299237,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1600,8,1200-1600
target,9,19,d1c2,1,100.0,0.0,0.0,0.0015384615384615,rnbq1rk1/pp4pp/5n2/3ppp2/1b6/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - - 0 9,1600,16,1200-1600
target,5,10,h2h3,59,42.3728813559322,0.0,57.6271186440678,0.0318574514038876,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,5,11,f1d3,11,90.9090909090909,0.0,9.090909090909092,0.0123456790123456,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
