Cohort,Row,PositionIdx,Move,Games,White %,Draw %,Black %,Freq,FEN,Rating,Ply,CohortPair
base,4,34,a2a3,41,56.09756097560976,0.0,43.90243902439025,0.0736086175942549,rnbq1rk1/pppp1ppp/3b1n2/3Pp3/2P1P3/2N2N2/PP3PPP/R1BQKB1R w KQ - 3 7,1600,12,1600-2000
base,4,33,a7a6,137,50.36496350364964,2.9197080291970803,46.71532846715328,0.0765790944661822,rnbqk1nr/ppp2ppp/3b4/3Pp3/8/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 4,1600,7,1600-2000
base,1,37,c1e3,983581,53.106353213411,4.619040018056469,42.274606768532536,0.3947087301498124,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,1600,8,1600-2000
base,11,36,d8e7,67607,44.73649178339521,4.523200260328072,50.74030795627672,0.0064434527383554,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,1600,7,1600-2000
base,4,36,d7d6,585812,45.80309041125822,4.838924433094576,49.35798515564721,0.0558322649364928,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,1600,7,1600-2000
base,4,35,b8d7,5870,45.05962521294719,4.616695059625213,50.3236797274276,0.0890621918099197,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,1600,5,1600-2000
target,8,31,f2f3,4,0.0,0.0,100.0,0.000330988829127,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,2000,12,1600-2000
target,8,32,b2b3,57,45.614035087719294,3.508771929824561,50.877192982456144,0.008955223880597,r1bqkb1r/p4ppp/2pp1n2/4p3/2P1P3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 8,2000,14,1600-2000
base,4,37,d4f5,54992,50.56917369799243,2.687663660168752,46.743162641838815,0.0220681596008854,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,1600,8,1600-2000
base,11,37,d1d2,494,22.46963562753037,2.631578947368421,74.89878542510121,0.0001982410322017,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,1600,8,1600-2000
base,0,35,c8f5,17048,45.04340685124355,4.235100891600188,50.72149225715626,0.2586596671167822,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,1600,5,1600-2000
base,0,37,d4c6,1152433,46.52851836072032,4.6392284844325005,48.83225315484718,0.4624686385897438,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,1600,8,1600-2000
base,0,36,c6d4,4428804,40.21611703746655,5.20835873522513,54.57552422730833,0.4220981445921202,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,1600,7,1600-2000
base,11,35,h7h5,220,44.09090909090909,4.090909090909091,51.81818181818182,0.0033379356385319,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,1600,5,1600-2000
base,0,33,g8f6,645,46.51162790697674,2.3255813953488373,51.16279069767442,0.3605366126327557,rnbqk1nr/ppp2ppp/3b4/3Pp3/8/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 4,1600,7,1600-2000
base,0,32,c1g5,3732,43.247588424437296,5.171489817792069,51.58092175777064,0.3381966470321704,r1bqkb1r/p4ppp/2pp1n2/4p3/2P1P3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 8,1600,14,1600-2000
target,8,35,d8c7,624,40.5448717948718,7.532051282051282,51.92307692307693,0.0118101294571882,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,2000,5,1600-2000
base,0,31,d4c6,3695,45.30446549391069,4.7902571041948585,49.90527740189445,0.2994812773545145,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,1600,12,1600-2000
base,11,31,f2f3,3,33.33333333333333,0.0,66.66666666666666,0.0002431512400713,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,1600,12,1600-2000
base,11,32,b2b4,82,32.926829268292686,3.658536585365853,63.41463414634146,0.0074309016764839,r1bqkb1r/p4ppp/2pp1n2/4p3/2P1P3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 8,1600,14,1600-2000
base,11,33,b7b6,6,16.666666666666664,0.0,83.33333333333334,0.0033538289547233,rnbqk1nr/ppp2ppp/3b4/3Pp3/8/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 4,1600,7,1600-2000
base,11,34,c3b5,1,0.0,0.0,100.0,0.0017953321364452,rnbq1rk1/pppp1ppp/3b1n2/3Pp3/2P1P3/2N2N2/PP3PPP/R1BQKB1R w KQ - 3 7,1600,12,1600-2000
target,8,33,b8d7,2,50.0,0.0,50.0,0.009090909090909,rnbqk1nr/ppp2ppp/3b4/3Pp3/8/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 4,2000,7,1600-2000
base,9,37,f1b5,1135,19.64757709251101,2.555066079295154,77.79735682819383,0.0004554728169007,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,1600,8,1600-2000
target,8,36,g8e7,37090,41.423564303046646,5.319493124831491,53.256942572121865,0.0137801843252911,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,2000,7,1600-2000
base,10,32,d1a4,194,40.72164948453608,4.123711340206185,55.154639175257735,0.0175804259175351,r1bqkb1r/p4ppp/2pp1n2/4p3/2P1P3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 8,1600,14,1600-2000
target,9,35,f7f5,182,36.26373626373626,5.494505494505495,58.24175824175825,0.0034446210916799,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,2000,5,1600-2000
target,6,31,d4e2,174,51.72413793103448,5.747126436781609,42.5287356321839,0.0143980140670252,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,2000,12,1600-2000
target,7,31,c1e3,7,28.57142857142857,0.0,71.42857142857143,0.0005792304509722,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,2000,12,1600-2000
target,6,35,g7g6,816,42.15686274509804,5.392156862745098,52.45098039215687,0.0154440154440154,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,2000,5,1600-2000
target,10,31,c3b1,1,0.0,0.0,100.0,8.274720728175425e-05,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,2000,12,1600-2000
target,1,33,g8f6,54,46.2962962962963,1.851851851851852,51.85185185185185,0.2454545454545454,rnbqk1nr/ppp2ppp/3b4/3Pp3/8/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 4,2000,7,1600-2000
target,10,35,a7a6,175,42.285714285714285,6.285714285714287,51.42857142857142,0.0033121356650768,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,2000,5,1600-2000
base,5,33,c8f5,70,47.14285714285714,2.857142857142857,50.0,0.0391280044717719,rnbqk1nr/ppp2ppp/3b4/3Pp3/8/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 4,1600,7,1600-2000
base,5,34,h2h3,25,48.0,0.0,52.0,0.044883303411131,rnbq1rk1/pppp1ppp/3b1n2/3Pp3/2P1P3/2N2N2/PP3PPP/R1BQKB1R w KQ - 3 7,1600,12,1600-2000
base,5,35,f7f6,3622,39.92269464384318,3.699613473219216,56.37769188293761,0.0549545585580118,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,1600,5,1600-2000
base,5,36,c6e5,356197,44.73339191514808,3.3826786862326186,51.8839293986193,0.0339482381268801,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,1600,7,1600-2000
base,5,37,d4f3,29560,43.809201623815966,3.8024357239512856,52.38836265223274,0.0118623581212207,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,1600,8,1600-2000
target,3,37,c2c3,46204,43.82304562375552,5.293913946844429,50.88304042940005,0.0439500230670084,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,2000,8,1600-2000
target,3,36,d7d6,167898,41.601448498493134,6.0328294559792255,52.36572204552764,0.06237976241164,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,2000,7,1600-2000
target,3,35,h7h6,6603,42.26866575798879,6.118431016204755,51.61290322580645,0.1249716102657279,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,2000,5,1600-2000
target,3,34,h2h3,2,50.0,0.0,50.0,0.1,rnbq1rk1/pppp1ppp/3b1n2/3Pp3/2P1P3/2N2N2/PP3PPP/R1BQKB1R w KQ - 3 7,2000,12,1600-2000
target,3,33,h7h6,16,37.5,6.25,56.25,0.0727272727272727,rnbqk1nr/ppp2ppp/3b4/3Pp3/8/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 4,2000,7,1600-2000
target,6,32,f2f4,125,32.800000000000004,10.4,56.8,0.0196386488609583,r1bqkb1r/p4ppp/2pp1n2/4p3/2P1P3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 8,2000,14,1600-2000
target,3,32,c1e3,393,44.783715012722645,8.396946564885496,46.81933842239186,0.0617439120188531,r1bqkb1r/p4ppp/2pp1n2/4p3/2P1P3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 8,2000,14,1600-2000
target,3,31,d4c6,1511,50.16545334215751,7.213765718067505,42.62078093977498,0.1250310302027306,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,2000,12,1600-2000
base,5,32,b2b3,234,49.14529914529914,3.418803418803419,47.43589743589743,0.0212052560036248,r1bqkb1r/p4ppp/2pp1n2/4p3/2P1P3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 8,1600,14,1600-2000
target,11,31,c3d5,1,100.0,0.0,0.0,8.274720728175425e-05,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,2000,12,1600-2000
target,11,35,d8d6,131,40.458015267175576,4.580152671755725,54.96183206106871,0.0024793701264289,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,2000,5,1600-2000
target,11,36,g7g6,17913,44.05180595098532,6.274772511583766,49.67342153743092,0.0066552828746006,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,2000,7,1600-2000
target,11,37,d1d2,104,13.461538461538462,3.8461538461538463,82.6923076923077,9.892655179137912e-05,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,2000,8,1600-2000
base,7,35,g7g6,1554,46.01029601029601,3.989703989703989,50.0,0.0235779635558118,rnbqkbnr/pp2pppp/2p5/3p2B1/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,1600,5,1600-2000
target,2,31,d4b3,1847,56.63237682728749,6.063887384948565,37.30373578776394,0.1528340918494,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,2000,12,1600-2000
target,5,31,d4f5,271,49.81549815498156,7.011070110701106,43.17343173431734,0.0224244931733554,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,2000,12,1600-2000
target,0,37,c1e3,480866,50.97532368684831,5.855269451364829,43.16940686178686,0.4574078389780126,r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,2000,8,1600-2000
target,4,31,d4f3,939,55.80404685835995,5.7507987220447285,38.44515441959531,0.0776996276375672,r1bqkb1r/pp3ppp/2np1n2/4p3/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,2000,12,1600-2000
target,4,32,f2f3,237,51.0548523206751,8.860759493670885,40.08438818565401,0.037234878240377,r1bqkb1r/p4ppp/2pp1n2/4p3/2P1P3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 8,2000,14,1600-2000
target,4,33,c8f5,12,41.66666666666667,0.0,58.333333333333336,0.0545454545454545,rnbqk1nr/ppp2ppp/3b4/3Pp3/8/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 4,2000,7,1600-2000
