Cohort,Row,PuzzleIdx,Move,Games,White %,Draw %,Black %,Freq,FEN,Rating,Ply,CohortPair
base,4,1,c1e3,5355,43.49206349206349,2.857142857142857,53.65079365079365,0.0632589897462552,r1bqk1nr/pp1pppbp/2n3p1/2p5/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1200,8,1200-1600
base,3,11,b1c3,334791,52.00408613134761,3.916473262423422,44.07944060622896,0.1060457187166222,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1200,8,1200-1600
base,2,4,d7d6,133243,51.71528710701501,4.276397259143069,44.00831563384192,0.1570297022701854,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
base,3,4,g7g6,111597,54.05790478238662,3.912291549055978,42.0298036685574,0.131519432047056,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
base,4,4,e7e6,96622,51.70975554221607,3.873858955517377,44.41638550226656,0.1138710768501899,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
base,5,4,a7a6,29355,51.449497530233344,3.8664622721853177,44.68404019758133,0.0345954902707181,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
base,6,4,d8a5,6849,44.95546795152577,3.737771937509125,51.3067601109651,0.0080716918025599,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
base,7,4,b7b6,6252,48.94433781190019,3.774792066538707,47.2808701215611,0.0073681146371156,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
base,8,4,d8c7,3191,49.79630209965528,3.22782826700094,46.97586963334378,0.0037606611975425,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
base,9,4,d8b6,1824,51.75438596491229,3.234649122807018,45.01096491228071,0.0021496226964329,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
base,10,4,f7f6,1220,42.8688524590164,4.098360655737705,53.0327868852459,0.0014377958824825,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
base,11,4,c6e5,907,41.89636163175303,3.9691289966923926,54.13450937155457,0.0010689187421407,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
target,0,4,g8f6,252894,55.92857086368201,4.1914794340711925,39.87994970224679,0.2553123182787362,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
target,1,4,e7e5,213953,50.963529373273566,4.365912139582058,44.670558487144376,0.2159989419784196,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
base,0,4,e7e5,232368,50.1661158162914,4.154616814707706,45.6792673690009,0.2738506177218949,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
target,2,4,g7g6,165406,55.363166995151325,4.303350543511118,40.33348246133755,0.1669877075660657,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
target,4,4,e7e6,140298,53.39562930334003,4.224579110179761,42.37979158648021,0.1416396103896104,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
target,5,4,a7a6,36519,52.67395054629097,4.164955228785016,43.161094224924014,0.0368682157394843,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
target,6,4,b7b6,5177,48.07803747344022,4.346146416843732,47.57581610971605,0.0052265054597144,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
base,1,4,g8f6,225093,53.26509487189739,4.085866730640224,42.64903839746238,0.2652768758816812,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1200,7,1200-1600
target,7,4,d8c7,4849,51.26830274283357,4.000824912353062,44.73087234481336,0.004895368934548,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
target,4,2,c1e3,62,46.774193548387096,11.29032258064516,41.935483870967744,0.0334773218142548,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
base,2,11,c1g5,449725,52.6074823503252,3.676468953249208,43.71604869642559,0.142451293045013,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1200,8,1200-1600
target,1,0,c2c3,147219,47.54209714778664,3.805215359430508,48.65268749278286,0.1663790443706835,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
base,6,1,a2a3,2602,47.501921598770174,3.7279016141429673,48.77017678708685,0.0307376080895903,r1bqk1nr/pp1pppbp/2n3p1/2p5/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1200,8,1200-1600
target,2,0,d2d4,140902,45.007877815786856,3.860129735560886,51.131992448652255,0.1592399086389532,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
target,4,0,d2d3,116726,45.06965029213714,3.8731730719805353,51.05717663588232,0.1319174857403759,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
target,5,0,f3g5,96924,38.69629813049399,2.855845817341422,58.44785605216458,0.1095383238344516,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
target,6,0,a2a3,24242,45.54079696394687,3.902318290570085,50.556884745483046,0.02739701257062,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
target,7,0,c4f7,11410,40.67484662576687,2.813321647677476,56.51183172655565,0.012894972091031,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
target,8,0,e4e5,7660,38.759791122715406,3.107049608355091,58.133159268929504,0.0086569225431461,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
target,9,0,b2b3,6550,38.50381679389313,3.83206106870229,57.66412213740458,0.0074024598769722,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
target,10,0,h2h3,6457,44.881523927520526,3.840792937896856,51.27768313458262,0.0072973562481847,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
target,11,0,a2a4,2532,46.84044233807267,4.225908372827804,48.93364928909952,0.0028615310547318,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
base,0,1,f3g5,19460,45.43679342240493,2.995889003083248,51.56731757451182,0.2298823418229929,r1bqk1nr/pp1pppbp/2n3p1/2p5/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1200,8,1200-1600
base,1,1,b1c3,18416,47.58905299739357,3.2797567332754127,49.131190269331015,0.2175494967632188,r1bqk1nr/pp1pppbp/2n3p1/2p5/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1200,8,1200-1600
base,2,1,c2c3,14962,46.58468119235397,3.522256382836519,49.89306242480952,0.1767471530501346,r1bqk1nr/pp1pppbp/2n3p1/2p5/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1200,8,1200-1600
base,3,1,e1h1,13557,45.63694032603083,3.370952275577192,50.99210739839197,0.1601497897273543,r1bqk1nr/pp1pppbp/2n3p1/2p5/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1200,8,1200-1600
target,5,21,c6e5,12212,34.990173599737965,4.17622011136587,60.83360628889617,0.0400480103891333,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1600,9,1200-1600
target,3,0,b1c3,126932,44.05981155264236,3.736646393344468,52.20354205401318,0.1434517613898994,r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,1600,6,1200-1600
target,2,2,f2f4,96,50.0,5.208333333333334,44.79166666666667,0.0518358531317494,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,8,4,d8a5,4044,44.21364985163205,4.525222551928784,51.26112759643917,0.004082671060283,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
target,9,4,d8b6,2941,51.377082624957495,3.434206052363141,45.18871132267936,0.0029691235381533,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
target,10,4,h7h6,949,52.05479452054794,4.531085353003162,43.41412012644889,0.0009580748853136,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
base,3,22,f8c5,1885103,46.78391578603397,3.8122585344143,49.40382567955173,0.1038717526697989,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,1200,5,1200-1600
target,10,3,f4f5,3,100.0,0.0,0.0,0.0033670033670033,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
base,6,3,c2c3,71,47.88732394366197,4.225352112676056,47.88732394366197,0.0198102678571428,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,8,3,b1c3,49,48.97959183673469,0.0,51.02040816326531,0.013671875,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,9,3,d2d3,28,35.714285714285715,14.285714285714285,50.0,0.0078125,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,10,3,f4f5,18,38.88888888888889,5.555555555555555,55.55555555555556,0.0050223214285714,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,11,3,f1d3,16,62.5,12.5,25.0,0.0044642857142857,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
target,0,3,g1f3,426,53.990610328638496,4.225352112676056,41.78403755868544,0.4781144781144781,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,1,3,d2d4,287,44.94773519163763,4.181184668989547,50.87108013937283,0.3221099887766554,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,2,3,e5f6,84,51.19047619047619,4.761904761904762,44.04761904761904,0.0942760942760942,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,3,3,f1b5,33,33.33333333333333,0.0,66.66666666666666,0.037037037037037,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,4,3,d1h5,22,45.45454545454545,0.0,54.54545454545454,0.0246913580246913,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,5,3,f1d3,11,90.9090909090909,0.0,9.090909090909092,0.0123456790123456,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,6,3,b1c3,9,22.22222222222222,0.0,77.77777777777779,0.0101010101010101,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,7,3,g2g3,5,20.0,0.0,80.0,0.0056116722783389,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,8,3,d1e2,5,20.0,0.0,80.0,0.0056116722783389,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
base,7,3,g2g3,51,49.01960784313725,0.0,50.98039215686274,0.0142299107142857,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,4,3,d1h5,115,41.73913043478261,2.608695652173913,55.65217391304348,0.0320870535714285,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,3,3,f1b5,193,37.30569948186528,7.772020725388601,54.92227979274611,0.0538504464285714,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,2,3,e5f6,717,41.00418410041841,4.184100418410042,54.811715481171554,0.2000558035714285,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
base,1,3,g1f3,1047,52.05348615090736,4.775549188156638,43.17096466093601,0.2921316964285714,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
target,11,4,f7f6,717,41.00418410041841,5.02092050209205,53.97489539748954,0.000723856367513,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
base,0,5,g8f6,1233279,39.954381774116,4.349542966352302,55.69607525953171,0.2993887587839069,r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,1200,9,1200-1600
base,1,5,d7d6,1183317,44.475402618233325,4.882123725088036,50.642473656678646,0.2872600667633977,r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,1200,9,1200-1600
base,2,5,c7c5,648327,41.800048432349726,4.4633340891247775,53.736617478525496,0.1573867841875958,r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,1200,9,1200-1600
base,3,5,b7b6,410132,39.9239756956297,3.827548203992861,56.248476100377445,0.0995629621663559,r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,1200,9,1200-1600
base,4,5,d8f6,241087,45.652814129339205,6.1260043054996745,48.221181565161125,0.0585258791311096,r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,1200,9,1200-1600
target,3,4,d7d6,162781,53.53880366873284,4.728438822712724,41.73275750855444,0.164337605802158,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 2 4,1600,7,1200-1600
target,3,2,b1c3,79,46.83544303797469,2.5316455696202533,50.63291139240506,0.0426565874730021,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
base,5,3,d1e2,76,47.368421052631575,7.894736842105263,44.73684210526316,0.0212053571428571,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
target,11,3,d2d3,2,50.0,0.0,50.0,0.0022446689113355,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,5,2,h2h3,59,42.3728813559322,0.0,57.6271186440678,0.0318574514038876,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,6,2,c1g5,52,44.230769230769226,1.9230769230769231,53.84615384615385,0.0280777537796976,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,7,2,c2c3,35,37.142857142857146,0.0,62.85714285714285,0.0188984881209503,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,8,2,b1d2,30,33.33333333333333,0.0,66.66666666666666,0.0161987041036717,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,9,2,c1d2,26,46.15384615384615,0.0,53.84615384615385,0.0140388768898488,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,10,2,g2g4,16,43.75,6.25,50.0,0.0086393088552915,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
target,11,2,f2f3,13,38.46153846153847,7.6923076923076925,53.84615384615385,0.0070194384449244,rn1qkb1r/pbpppppp/1p3n2/8/4P3/3P4/PPP1BPPP/RNBQK1NR w KQkq - 3 4,1600,6,1200-1600
base,0,3,d2d4,1203,46.38403990024938,4.156275976724855,49.459684123025774,0.3356584821428571,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1200,6,1200-1600
target,9,3,c2c3,4,25.0,0.0,75.0,0.0044893378226711,r1bqkbnr/pppp2pp/2n1pp2/4P3/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,1600,6,1200-1600
target,6,21,h7h6,11675,35.38329764453961,3.408993576017131,61.20770877944326,0.0382869735746095,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1600,9,1200-1600
target,2,13,c4c5,17750,46.92394366197183,4.129577464788732,48.94647887323944,0.1130508442191211,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1600,8,1200-1600
target,8,21,g7g6,5601,35.6186395286556,3.963577932512051,60.41778253883236,0.018367909121318,r1b1kbnr/ppp1pppp/2n1q3/8/8/2N2N2/PPPPBPPP/R1BQK2R b KQkq - 5 5,1600,9,1200-1600
base,6,15,h7h6,250,41.2,4.8,54.0,0.0346933111296142,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1200,11,1200-1600
base,7,15,g7g6,148,46.62162162162162,1.351351351351351,52.02702702702703,0.0205384401887316,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1200,11,1200-1600
base,8,15,f6h5,76,32.89473684210527,5.263157894736842,61.8421052631579,0.0105467665834027,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1200,11,1200-1600
base,9,15,a7a6,70,45.71428571428572,1.4285714285714286,52.85714285714286,0.0097141271162919,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1200,11,1200-1600
base,10,15,b7a6,41,36.58536585365854,0.0,63.41463414634146,0.0056897030252567,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1200,11,1200-1600
base,11,15,c7c6,35,20.0,8.571428571428571,71.42857142857143,0.0048570635581459,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1200,11,1200-1600
target,0,15,b8d7,4993,43.5810134187863,4.205888243540958,52.21309833767273,0.276085153442079,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
target,1,15,f8d6,4894,44.64650592562322,4.638332652227217,50.71516142214957,0.2706110035941388,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
target,2,15,c7c5,3538,42.25551158846806,4.409270774448841,53.3352176370831,0.1956317390102294,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
target,3,15,f8e7,2463,42.99634591961023,4.303694681282988,52.69995939910677,0.1361902128836052,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
target,4,15,b8c6,616,39.935064935064936,5.357142857142857,54.7077922077922,0.0340613768316284,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
target,5,15,f6e4,605,44.132231404958674,4.958677685950414,50.90909090909091,0.033453137959635,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
base,4,15,b8c6,718,38.579387186629525,2.9247910863509747,58.495821727019504,0.099639189564252,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1200,11,1200-1600
target,6,15,h7h6,417,42.20623501199041,6.235011990407674,51.55875299760192,0.0230577826928393,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
target,8,15,g7g6,164,44.51219512195122,4.2682926829268295,51.21951219512195,0.0090682886369919,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
target,10,15,c7c6,59,35.59322033898305,3.389830508474576,61.01694915254237,0.0032623721316007,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
target,11,15,b7a6,27,33.33333333333333,3.7037037037037033,62.96296296296296,0.0014929499585291,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1600,11,1200-1600
base,5,15,f6e4,340,37.64705882352941,5.0,57.35294117647059,0.0471829031362753,rn1qkb1r/pbp2ppp/1p2pn2/3p4/3P1B2/2PBPN2/PP3PPP/RN1QK2R b KQkq - 0 6,1200,11,1200-1600
base,0,16,c1e3,48655,50.96701264001644,3.331620593978008,45.70136676600555,0.327431424802821,rnb1kbnr/pp1ppppp/8/2q5/8/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 4,1200,6,1200-1600
target,9,13,c1e3,1997,54.3314972458688,3.455182774161241,42.21331997996995,0.0127190161073569,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1600,8,1200-1600
target,7,13,f1d3,3090,55.080906148867314,2.84789644012945,42.07119741100323,0.0196804004865963,rnbqkb1r/pppp1ppp/1n2p3/4P3/2PP4/8/PP3PPP/RNBQKBNR w KQkq - 1 5,1600,8,1200-1600
target,5,11,h2h3,332745,49.70262513336038,4.665133961441946,45.63224090519768,0.0947804322394467,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1600,8,1200-1600
base,11,12,c1g5,854,44.14519906323185,3.864168618266979,51.99063231850117,0.0029658132718407,rnbqkb1r/pppp1ppp/4p3/3nP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,1200,6,1200-1600
target,6,11,c1e3,221757,49.983540542124935,4.849001384398237,45.16745807347682,0.0631661612109062,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1600,8,1200-1600
target,8,11,a2a4,23540,52.7909940526763,3.470688190314358,43.73831775700935,0.0067052288536764,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1600,8,1200-1600
target,9,11,b1d2,14778,48.95114359182568,4.0736229530383,46.975233455136014,0.0042094253185909,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1600,8,1200-1600
target,10,11,c4f7,13995,36.65594855305466,2.965344765987853,60.378706680957485,0.0039863924302124,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1600,8,1200-1600
target,11,11,b2b4,11163,43.50980919107767,3.2697303592224314,53.2204604496999,0.0031797140906368,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,1600,8,1200-1600
base,0,12,g1f3,97946,53.40289547301575,3.439650419618974,43.15745410736528,0.3401516940558712,rnbqkb1r/pppp1ppp/4p3/3nP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,1200,6,1200-1600
base,1,12,c2c4,84132,55.22274520990824,3.3197831978319785,41.45747159225978,0.2921777543167516,rnbqkb1r/pppp1ppp/4p3/3nP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,1200,6,1200-1600
base,3,12,c2c3,11345,51.37946231820185,3.622741295724989,44.99779638607316,0.0393994749051912,rnbqkb1r/pppp1ppp/4p3/3nP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,1200,6,1200-1600
