Cohort,Row,PuzzleIdx,Move,Games,White %,Draw %,Black %,Freq,FEN,Rating,Ply,CohortPair
base,6,31,e1a1,12,16.666666666666664,8.333333333333332,75.0,0.0008429926238145,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2000,20,2000-2500
base,8,31,d4f6,5,20.0,20.0,60.0,0.0003512469265893,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2000,20,2000-2500
base,9,31,d2e2,4,75.0,0.0,25.0,0.0002809975412715,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2000,20,2000-2500
target,4,30,b1c3,15,46.66666666666666,6.666666666666667,46.66666666666666,0.0461538461538461,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2500,6,2000-2500
target,3,30,f1e2,34,38.23529411764706,11.76470588235294,50.0,0.1046153846153846,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2500,6,2000-2500
target,2,30,c2c3,40,27.500000000000004,10.0,62.5,0.123076923076923,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2500,6,2000-2500
target,1,30,b1d2,73,47.94520547945205,15.068493150684931,36.98630136986301,0.2246153846153846,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2500,6,2000-2500
target,0,30,g2g3,149,43.62416107382551,10.738255033557047,45.63758389261745,0.4584615384615385,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2500,6,2000-2500
base,11,30,d1e2,203,54.187192118226605,6.403940886699508,39.40886699507389,0.0035478966041561,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2000,6,2000-2500
base,10,30,h2h3,706,46.60056657223796,5.6657223796034,47.73371104815864,0.012338990160267,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2000,6,2000-2500
base,9,30,c1g5,829,50.542822677925216,5.307599517490953,44.14957780458384,0.0144887009105685,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2000,6,2000-2500
base,4,31,c4e2,164,43.90243902439025,3.048780487804878,53.04878048780488,0.011520899192132,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2000,20,2000-2500
base,8,30,b2b3,1031,45.489815712900096,4.849660523763336,49.66052376333657,0.0180191201915514,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2000,6,2000-2500
base,5,31,c4d5,73,49.31506849315068,9.58904109589041,41.0958904109589,0.0051282051282051,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2000,20,2000-2500
base,7,31,c4b5,6,16.666666666666664,16.666666666666664,66.66666666666666,0.0004214963119072,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2000,20,2000-2500
base,8,32,d8a5,63,42.85714285714285,4.761904761904762,52.38095238095239,0.0051470588235294,r1bqkb1r/pp1npppp/3p1n2/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,2000,9,2000-2500
base,7,32,b7b5,66,57.57575757575758,7.575757575757576,34.84848484848485,0.005392156862745,r1bqkb1r/pp1npppp/3p1n2/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,2000,9,2000-2500
base,6,32,h7h6,184,45.10869565217392,3.260869565217391,51.63043478260869,0.015032679738562,r1bqkb1r/pp1npppp/3p1n2/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,2000,9,2000-2500
base,5,32,d7b6,298,38.25503355704698,4.697986577181208,57.04697986577181,0.0243464052287581,r1bqkb1r/pp1npppp/3p1n2/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,2000,9,2000-2500
base,4,32,e7e6,622,42.443729903536976,3.697749196141479,53.85852090032154,0.0508169934640522,r1bqkb1r/pp1npppp/3p1n2/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,2000,9,2000-2500
base,3,32,d7e5,640,33.4375,2.34375,64.21875,0.0522875816993464,r1bqkb1r/pp1npppp/3p1n2/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,2000,9,2000-2500
base,2,32,e7e5,824,45.87378640776699,3.762135922330097,50.36407766990292,0.0673202614379085,r1bqkb1r/pp1npppp/3p1n2/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,2000,9,2000-2500
base,1,32,a7a6,2319,44.97628288055196,4.484691677447176,50.53902544200086,0.1894607843137254,r1bqkb1r/pp1npppp/3p1n2/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,2000,9,2000-2500
base,0,32,g7g6,7123,44.89681314053068,4.7592306612382425,50.34395619823109,0.5819444444444445,r1bqkb1r/pp1npppp/3p1n2/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,2000,9,2000-2500
target,5,31,c4d5,1,100.0,0.0,0.0,0.0006430868167202,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2500,20,2000-2500
target,4,31,c4d3,2,0.0,50.0,50.0,0.0012861736334405,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2500,20,2000-2500
target,3,31,c4e2,20,40.0,15.0,45.0,0.0128617363344051,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2500,20,2000-2500
target,2,31,c3d5,28,60.71428571428571,17.857142857142858,21.428571428571427,0.0180064308681672,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2500,20,2000-2500
target,1,31,c4e6,550,46.18181818181818,12.363636363636363,41.45454545454545,0.3536977491961415,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2500,20,2000-2500
target,0,31,c4b3,954,45.59748427672956,13.941299790356393,40.46121593291405,0.6135048231511254,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2500,20,2000-2500
base,11,31,d4e3,2,0.0,0.0,100.0,0.0001404987706357,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2000,20,2000-2500
base,10,31,g2g4,2,0.0,0.0,100.0,0.0001404987706357,r2q1rk1/pp2ppbp/3pbnp1/8/2BBP3/2N2P2/PPPQ2PP/R3K2R w KQ - 1 11,2000,20,2000-2500
target,6,45,b2b3,2,50.0,0.0,50.0,0.0104166666666666,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2500,6,2000-2500
target,7,45,f2f4,1,0.0,0.0,100.0,0.0052083333333333,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2500,6,2000-2500
target,8,45,g2g4,1,0.0,0.0,100.0,0.0052083333333333,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2500,6,2000-2500
target,9,45,h2h4,1,100.0,0.0,0.0,0.0052083333333333,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2500,6,2000-2500
base,9,41,f2f3,40,37.5,5.0,57.49999999999999,0.0117405341943058,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
base,8,41,f1e1,44,54.54545454545454,6.8181818181818175,38.63636363636363,0.0129145876137364,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
base,6,41,d4b3,92,54.34782608695652,3.260869565217391,42.391304347826086,0.0270032286469034,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
base,5,41,g1h1,182,35.714285714285715,6.043956043956044,58.24175824175825,0.0534194305840915,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
base,4,41,d4c6,217,46.08294930875576,8.294930875576037,45.622119815668206,0.0636923980041091,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
base,3,41,a2a4,380,42.368421052631575,5.789473684210527,51.84210526315789,0.1115350748459054,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
base,2,41,a2a3,665,37.89473684210527,7.067669172932331,55.037593984962406,0.1951863809803346,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
base,1,41,d1d2,729,45.95336076817559,6.995884773662551,47.05075445816186,0.2139712356912239,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
base,0,41,f2f4,914,45.51422319474836,7.330415754923414,47.155361050328224,0.2682712063398885,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
target,4,40,c2c3,1,0.0,0.0,100.0,0.0027624309392265,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2500,8,2000-2500
base,8,39,e8h8,27,29.629629629629623,3.7037037037037033,66.66666666666666,0.026188166828322,r1bqk2r/pp1n1ppp/2p1pn2/3p4/3P4/2NBPNP1/PPP2PP1/R2QK2R b KQkq - 3 8,2000,15,2000-2500
base,7,38,a7a6,241,44.398340248962654,5.394190871369295,50.20746887966805,0.0491135113103729,rnbqk2r/ppp2ppp/4pn2/3p4/3P4/2N1P1P1/PPP2PP1/R2QKBNR b KQkq - 0 6,2000,11,2000-2500
base,6,39,d7f8,42,40.47619047619048,7.142857142857142,52.38095238095239,0.040737148399612,r1bqk2r/pp1n1ppp/2p1pn2/3p4/3P4/2NBPNP1/PPP2PP1/R2QK2R b KQkq - 3 8,2000,15,2000-2500
base,10,41,d4f3,40,37.5,7.5,55.00000000000001,0.0117405341943058,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
base,4,38,b7b6,367,41.96185286103542,6.267029972752043,51.77111716621253,0.0747911147340534,rnbqk2r/ppp2ppp/4pn2/3p4/3P4/2N1P1P1/PPP2PP1/R2QKBNR b KQkq - 0 6,2000,11,2000-2500
base,2,38,c7c5,587,46.84838160136286,6.132879045996593,47.018739352640544,0.1196250254738129,rnbqk2r/ppp2ppp/4pn2/3p4/3P4/2N1P1P1/PPP2PP1/R2QKBNR b KQkq - 0 6,2000,11,2000-2500
base,1,38,b8d7,862,41.87935034802784,6.844547563805105,51.27610208816705,0.1756674138985123,rnbqk2r/ppp2ppp/4pn2/3p4/3P4/2N1P1P1/PPP2PP1/R2QKBNR b KQkq - 0 6,2000,11,2000-2500
base,0,38,h7h6,1128,43.52836879432624,5.76241134751773,50.70921985815603,0.2298756877929488,rnbqk2r/ppp2ppp/4pn2/3p4/3P4/2N1P1P1/PPP2PP1/R2QKBNR b KQkq - 0 6,2000,11,2000-2500
target,11,37,g2g3,4,75.0,0.0,25.0,0.0002174740390365,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,10,37,g2g4,5,60.0,0.0,40.0,0.0002718425487957,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,9,37,h2h3,5,60.0,0.0,40.0,0.0002718425487957,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,8,37,h2h4,9,66.66666666666666,0.0,33.33333333333333,0.0004893165878323,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,7,37,e2e4,27,40.74074074074074,7.4074074074074066,51.85185185185185,0.0014679497634969,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,6,37,d1d3,66,40.909090909090914,7.575757575757576,51.51515151515152,0.0035883216441037,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,5,37,a2a3,203,45.8128078817734,9.852216748768472,44.33497536945813,0.0110368074811069,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,4,37,d1d2,237,40.08438818565401,5.063291139240507,54.85232067510548,0.0128853368129179,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,3,37,f2f3,830,37.2289156626506,4.819277108433735,57.95180722891566,0.0451258631000924,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,2,37,g1f3,941,47.71519659936238,8.289054197662061,43.99574920297556,0.0511607676833578,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
base,3,38,b8c6,579,41.10535405872193,5.872193436960276,53.02245250431778,0.1179947014469125,rnbqk2r/ppp2ppp/4pn2/3p4/3P4/2N1P1P1/PPP2PP1/R2QKBNR b KQkq - 0 6,2000,11,2000-2500
base,11,41,a1c1,34,55.88235294117647,11.76470588235294,32.35294117647059,0.0099794540651599,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
target,0,41,d1d2,5,20.0,0.0,80.0,0.2631578947368421,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2500,18,2000-2500
target,1,41,f2f4,3,33.33333333333333,33.33333333333333,33.33333333333333,0.1578947368421052,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2500,18,2000-2500
target,9,154,c8d7,1,100.0,0.0,0.0,0.0114942528735632,rnbqk1nr/ppp1ppbp/3p2p1/8/4P3/3P1N2/PPP1BPPP/RNBQK2R b KQkq - 3 4,2500,7,2000-2500
base,10,39,b7b5,23,30.434782608695656,8.695652173913043,60.86956521739131,0.0223084384093113,r1bqk2r/pp1n1ppp/2p1pn2/3p4/3P4/2NBPNP1/PPP2PP1/R2QK2R b KQkq - 3 8,2000,15,2000-2500
target,2,40,e4e5,37,59.45945945945946,10.81081081081081,29.72972972972973,0.1022099447513812,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2500,8,2000-2500
target,1,40,d2d3,53,41.50943396226416,5.660377358490567,52.83018867924528,0.1464088397790055,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2500,8,2000-2500
target,0,40,b1c3,269,55.01858736059479,13.011152416356875,31.970260223048324,0.7430939226519337,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2500,8,2000-2500
base,11,40,e2b5,6,0.0,0.0,100.0,0.0006487889273356,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,10,40,e2d3,8,37.5,0.0,62.5,0.0008650519031141,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,9,40,a2a3,12,16.666666666666664,0.0,83.33333333333334,0.0012975778546712,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,8,40,c2c4,18,38.88888888888889,5.555555555555555,55.55555555555556,0.0019463667820069,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,7,40,b2b3,34,29.411764705882355,8.823529411764707,61.76470588235294,0.0036764705882352,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,5,40,f1e1,53,35.84905660377358,3.7735849056603774,60.37735849056604,0.0057309688581314,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,4,40,d2d4,114,34.21052631578947,7.894736842105263,57.89473684210527,0.0123269896193771,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,3,40,c2c3,349,40.97421203438395,2.865329512893983,56.16045845272206,0.0377378892733564,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,2,40,e4e5,1279,40.81313526192338,5.473025801407349,53.71383893666928,0.1383001730103806,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,0,40,d2d3,5179,41.10832206989766,5.464375362039004,53.427302568063325,0.5600129757785467,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
target,1,39,a7a5,1,0.0,100.0,0.0,0.5,r1bqk2r/pp1n1ppp/2p1pn2/3p4/3P4/2NBPNP1/PPP2PP1/R2QK2R b KQkq - 3 8,2500,15,2000-2500
target,0,39,d8b6,1,0.0,0.0,100.0,0.5,r1bqk2r/pp1n1ppp/2p1pn2/3p4/3P4/2NBPNP1/PPP2PP1/R2QK2R b KQkq - 3 8,2500,15,2000-2500
target,3,40,c2c4,1,0.0,0.0,100.0,0.0027624309392265,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2500,8,2000-2500
base,11,39,g7g6,15,40.0,13.333333333333334,46.66666666666666,0.01454898157129,r1bqk2r/pp1n1ppp/2p1pn2/3p4/3P4/2NBPNP1/PPP2PP1/R2QK2R b KQkq - 3 8,2000,15,2000-2500
base,6,40,h2h3,36,38.88888888888889,5.555555555555555,55.55555555555556,0.0038927335640138,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,1,40,b1c3,2160,43.333333333333336,5.925925925925927,50.74074074074074,0.2335640138408304,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2000,8,2000-2500
base,7,41,e2f3,70,41.42857142857143,8.571428571428571,50.0,0.0205459348400352,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2000,18,2000-2500
target,5,40,f1e1,1,0.0,100.0,0.0,0.0027624309392265,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5N2/PPPPBPPP/RNBQ1RK1 w kq - 2 5,2500,8,2000-2500
target,6,41,d1e1,1,100.0,0.0,0.0,0.0526315789473684,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2500,18,2000-2500
base,9,39,a7a6,24,41.66666666666667,12.5,45.83333333333333,0.023278370514064,r1bqk2r/pp1n1ppp/2p1pn2/3p4/3P4/2NBPNP1/PPP2PP1/R2QK2R b KQkq - 3 8,2000,15,2000-2500
target,5,41,e2f3,1,100.0,0.0,0.0,0.0526315789473684,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2500,18,2000-2500
target,4,41,a2a3,2,50.0,50.0,0.0,0.1052631578947368,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2500,18,2000-2500
target,3,41,a2a4,3,66.66666666666666,0.0,33.33333333333333,0.1578947368421052,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2500,18,2000-2500
target,2,41,d4c6,3,100.0,0.0,0.0,0.1578947368421052,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2500,18,2000-2500
target,1,37,e2e3,6946,47.01986754966888,9.055571551972358,43.92456089835876,0.3776436687870385,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
base,1,30,g2g3,13752,50.87260034904014,5.359220477021524,43.768179173938336,0.2403481482776098,rn1qkbnr/pbpp1ppp/1p2p3/8/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,2000,6,2000-2500
target,0,37,c3b5,9120,50.38377192982456,10.197368421052632,39.41885964912281,0.4958408090034252,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2500,6,2000-2500
target,7,41,g1h1,1,0.0,0.0,100.0,0.0526315789473684,r1bq1rk1/1p2bppp/p1nppn2/8/3NP3/2N1B2P/PPP1BPP1/R2Q1RK1 w - - 0 10,2500,18,2000-2500
base,3,45,g1f3,408,41.42156862745098,3.1862745098039214,55.392156862745104,0.0233529849464827,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
base,2,45,d5d6,410,43.65853658536585,5.853658536585367,50.48780487804878,0.023467460362887,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
base,1,45,c2c4,7937,41.77900970139852,3.981353156104322,54.239637142497166,0.4542956900005723,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
base,0,45,e3e4,8011,35.588565722132074,3.982024716015479,60.42940956185245,0.4585312804075325,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
target,2,44,f1d3,1,100.0,0.0,0.0,0.3333333333333333,r2qk1nr/1p2bppp/p1npb3/4p3/4P3/2N1B3/PPPN1PPP/R2QKB1R w KQkq - 4 9,2500,16,2000-2500
target,1,44,c3d5,1,0.0,0.0,100.0,0.3333333333333333,r2qk1nr/1p2bppp/p1npb3/4p3/4P3/2N1B3/PPPN1PPP/R2QKB1R w KQkq - 4 9,2500,16,2000-2500
target,0,44,d2c4,1,0.0,0.0,100.0,0.3333333333333333,r2qk1nr/1p2bppp/p1npb3/4p3/4P3/2N1B3/PPPN1PPP/R2QKB1R w KQkq - 4 9,2500,16,2000-2500
base,11,44,g2g3,1,100.0,0.0,0.0,0.0093457943925233,r2qk1nr/1p2bppp/p1npb3/4p3/4P3/2N1B3/PPPN1PPP/R2QKB1R w KQkq - 4 9,2000,16,2000-2500
base,10,44,f2f4,1,0.0,0.0,100.0,0.0093457943925233,r2qk1nr/1p2bppp/p1npb3/4p3/4P3/2N1B3/PPPN1PPP/R2QKB1R w KQkq - 4 9,2000,16,2000-2500
base,9,44,h2h4,1,0.0,100.0,0.0,0.0093457943925233,r2qk1nr/1p2bppp/p1npb3/4p3/4P3/2N1B3/PPPN1PPP/R2QKB1R w KQkq - 4 9,2000,16,2000-2500
base,8,44,d2b3,2,50.0,0.0,50.0,0.0186915887850467,r2qk1nr/1p2bppp/p1npb3/4p3/4P3/2N1B3/PPPN1PPP/R2QKB1R w KQkq - 4 9,2000,16,2000-2500
base,10,37,f4g3,372,50.0,4.301075268817205,45.69892473118279,0.0010246889435512,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,2000,6,2000-2500
base,6,44,a2a3,3,100.0,0.0,0.0,0.02803738317757,r2qk1nr/1p2bppp/p1npb3/4p3/4P3/2N1B3/PPPN1PPP/R2QKB1R w KQkq - 4 9,2000,16,2000-2500
base,4,45,b1c3,371,43.39622641509434,3.5040431266846364,53.09973045822103,0.0212351897430026,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
base,10,45,c2c3,38,39.47368421052632,5.263157894736842,55.26315789473685,0.0021750329116822,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
base,11,45,f1d3,21,33.33333333333333,0.0,66.66666666666666,0.0012019918722454,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2000,6,2000-2500
target,1,45,e3e4,36,47.22222222222222,5.555555555555555,47.22222222222222,0.1875,r1bqkbnr/ppppnppp/8/3Pp3/8/4P3/PPP2PPP/RNBQKBNR w KQkq - 1 4,2500,6,2000-2500
base,8,46,c1g5,5,80.0,0.0,20.0,0.0090252707581227,r1bqkbnr/ppppn1pp/8/3Ppp2/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,2000,8,2000-2500
base,7,46,f2f4,7,71.42857142857143,0.0,28.57142857142857,0.0126353790613718,r1bqkbnr/ppppn1pp/8/3Ppp2/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,2000,8,2000-2500
base,6,46,d5d6,10,30.0,10.0,60.0,0.0180505415162454,r1bqkbnr/ppppn1pp/8/3Ppp2/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,2000,8,2000-2500
